"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 20 13:39:04 CST 2022","Thu Jan 20 13:39:11 CST 2022","6946","","SignUp, Sign In and Purchase Product","","SignUp, Sign In and Purchase Product","TC-001 Create New User SignUp","TC-001 Create New User SignUp",""
